epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,80.5329,0.79166,1.84806,1.19682,1,0.23665,0.89444,0.75242,0.52606,2.80079,0.95374,0.00048,0.00048,0.00048
2,155.256,0.77552,1.17885,1.0915,0.90879,0.76644,0.87655,0.68709,0.74477,2.26262,1.17547,0.000960596,0.000960596,0.000960596
